year/month,100K,100K,500K,500K,1M,1M,10M,10M
2021-04,34.0,"hitchain, hupayx, bloc-money, feg-token-bsc, coindom, spore, swtcoin, prometeus, slam-token, meter-stable, pig-finance, dawn-protocol, nexalt, akita-inu, cvnx, monerov, masari, ballswap, phoneum, odem, kishu-inu, safemars, dogeswap, bitcoin-god, helleniccoin, ",21.0,"hitchain, hupayx, feg-token-bsc, spore, prometeus, slam-token, meter-stable, dawn-protocol, nexalt, akita-inu, monerov, ballswap, phoneum, odem, kishu-inu, safemars, dogeswap, bitcoin-god, ",16.0,"hitchain, feg-token-bsc, spore, prometeus, slam-token, dawn-protocol, akita-inu, monerov, ballswap, odem, kishu-inu, safemars, bitcoin-god, ",9.0,"hitchain, spore, prometeus, dawn-protocol, akita-inu, ballswap, kishu-inu, safemars, "
2021-05,56.0,"dogelon-mars, kirobo, shiba-inu, ethereummax, kabosu, stronghold-token, vnx-exchange, ally, shih-tzu, coshi-inu, jindo-inu, exchangecoin, maxcoin, dexfin, deracoin, pikachu, flowchaincoin, bnb48-club-token, pegazus-finance, acute-angle-cloud, bitcoin-green, giftedhands, yocoin, lina, litecoin-cash, poodle, riceswap, crossfi, pig-finance, vndc, ong, pleasure-coin, pinkmoon, australian-safe-shepherd, secured-moonrat-token, jack-token, sonm, nextdao, cvnx, hydro, hodl-token, odem, salmon, litecash, aquari, bitcoin-god, helleniccoin, insurex, ",41.0,"dogelon-mars, kirobo, shiba-inu, ethereummax, kabosu, stronghold-token, vnx-exchange, ally, shih-tzu, coshi-inu, jindo-inu, deracoin, bnb48-club-token, pegazus-finance, acute-angle-cloud, bitcoin-green, giftedhands, litecoin-cash, riceswap, crossfi, pig-finance, vndc, ong, pleasure-coin, pinkmoon, australian-safe-shepherd, jack-token, sonm, nextdao, cvnx, hodl-token, salmon, litecash, aquari, bitcoin-god, ",29.0,"dogelon-mars, kirobo, shiba-inu, ethereummax, kabosu, stronghold-token, ally, shih-tzu, coshi-inu, jindo-inu, bnb48-club-token, pegazus-finance, acute-angle-cloud, bitcoin-green, giftedhands, riceswap, crossfi, pig-finance, vndc, ong, pleasure-coin, australian-safe-shepherd, sonm, nextdao, aquari, bitcoin-god, ",15.0,"dogelon-mars, shiba-inu, kabosu, shih-tzu, coshi-inu, bnb48-club-token, acute-angle-cloud, pig-finance, vndc, ong, australian-safe-shepherd, sonm, nextdao, "
2021-06,32.0,"rope-token, lightyears, ethereummax, rabbit-finance, catge-coin, xido-finance, einsteinium, jindo-inu, palgold, acute-angle-cloud, polypup, hara-token, phuture, bonfire, suvereno, cvnx, hydro, zeon, aquarius-fi, bitcoinx, hashpanda, bitcoin-god, ",20.0,"ethereummax, rabbit-finance, catge-coin, xido-finance, einsteinium, jindo-inu, polypup, hara-token, bonfire, zeon, aquarius-fi, bitcoinx, bitcoin-god, ",14.0,"ethereummax, rabbit-finance, xido-finance, einsteinium, jindo-inu, polypup, hara-token, bitcoinx, bitcoin-god, ",4.0,"ethereummax, einsteinium, jindo-inu, polypup, "
2021-07,37.0,"bitsten-token, one-share, million, blank, everycoin, wilder-world, kick, acute-angle-cloud, arix, octopus-protocol, papa-doge, daddy-doge, dash-diamond, chaincade, bafi-finance-token, dashsports, floki, safu-protocol, keysians-network, zeon, salmon, ultra-nft, glitzkoin, bitcoin-god, botxcoin, option-panda-platform, wolfsafepoorpeople, jetcoin, circleswap, starlink, ",27.0,"one-share, million, blank, wilder-world, kick, acute-angle-cloud, arix, octopus-protocol, papa-doge, daddy-doge, bafi-finance-token, floki, keysians-network, zeon, glitzkoin, bitcoin-god, botxcoin, option-panda-platform, wolfsafepoorpeople, jetcoin, circleswap, starlink, ",16.0,"million, blank, wilder-world, kick, acute-angle-cloud, octopus-protocol, papa-doge, daddy-doge, floki, keysians-network, botxcoin, option-panda-platform, wolfsafepoorpeople, circleswap, starlink, ",3.0,"million, daddy-doge, starlink, "
2021-08,30.0,"joe, pitbull, hupayx, baby-saitama, pikachu, moon-rabbit, tastenft, trustverse, sharedstake-governance-token, bone-shibaswap, ethos, defis-network, gambler-shiba, bird-money, bafi-finance-token, tenshi, limestone-network, gaj, valobit, spacegrime, simple-token, ryoshi-token, marginswap, true-pnl, zeon, bitcoin-god, ",19.0,"joe, pitbull, hupayx, moon-rabbit, tastenft, trustverse, sharedstake-governance-token, bone-shibaswap, ethos, defis-network, bafi-finance-token, simple-token, ryoshi-token, marginswap, true-pnl, zeon, bitcoin-god, ",14.0,"joe, pitbull, moon-rabbit, tastenft, trustverse, sharedstake-governance-token, bone-shibaswap, ethos, defis-network, simple-token, ryoshi-token, marginswap, true-pnl, bitcoin-god, ",2.0,"pitbull, marginswap, "
2021-09,36.0,"cryptozoo, bondly, banksocial, kimchi-finance, yummy, cpchain, xbit, universidad-de-chile-fan-token, baby-saitama, iridium, tomb-shares, trustverse, acute-angle-cloud, giftedhands, vabble, koji, bytz, goldfinx, hundred-finance, pointpay, atlas-protocol, doont-buy, cvnx, wifedoge, wadzpay-token, steam-exchange, hamster, gamefi, bitcoin-god, ",22.0,"cryptozoo, bondly, cpchain, xbit, universidad-de-chile-fan-token, tomb-shares, acute-angle-cloud, giftedhands, vabble, goldfinx, hundred-finance, pointpay, atlas-protocol, doont-buy, cvnx, wifedoge, wadzpay-token, steam-exchange, gamefi, bitcoin-god, ",15.0,"cryptozoo, cpchain, universidad-de-chile-fan-token, tomb-shares, giftedhands, vabble, goldfinx, pointpay, atlas-protocol, doont-buy, wifedoge, wadzpay-token, gamefi, bitcoin-god, ",0.0,
2021-10,57.0,"memecoin, naxar, cryptozoo, banksocial, scallop, empire-token, hummingbird-finance, catgirl, pitbull, nexdax, little-bunny-rocket, sensitrust, flare-token, babb, aventus, triipmiles, woof-token, bnb48-club-token, trustfi-network-token, acute-angle-cloud, ormeuscoin, death-token, content-value-network, stableusd, foxgirl, magic, universal-basic-income, rocket-raccoon, nucypher, piggy, strikecoin, catzcoin, reaper-token, brick-token, planet-sandbox, coinxpad, spacegrime, dogebonk, chihuahua, swarm-markets, king-shiba, lunachow, baby-shiba-inu, cvnx, onooks, kitty-inu, glitzkoin, bitcoin-god, light-defi, the-corgi-of-polkabridge, corgicoin, ",39.0,"memecoin, cryptozoo, banksocial, scallop, empire-token, hummingbird-finance, catgirl, pitbull, nexdax, little-bunny-rocket, sensitrust, flare-token, babb, woof-token, bnb48-club-token, acute-angle-cloud, death-token, content-value-network, stableusd, foxgirl, magic, universal-basic-income, rocket-raccoon, nucypher, piggy, catzcoin, reaper-token, planet-sandbox, coinxpad, spacegrime, king-shiba, lunachow, baby-shiba-inu, kitty-inu, glitzkoin, bitcoin-god, the-corgi-of-polkabridge, corgicoin, ",27.0,"memecoin, scallop, nexdax, little-bunny-rocket, sensitrust, woof-token, bnb48-club-token, content-value-network, stableusd, foxgirl, magic, universal-basic-income, rocket-raccoon, nucypher, piggy, catzcoin, reaper-token, planet-sandbox, coinxpad, spacegrime, king-shiba, lunachow, baby-shiba-inu, kitty-inu, bitcoin-god, the-corgi-of-polkabridge, corgicoin, ",3.0,"scallop, content-value-network, nucypher, "
2021-11,59.0,"internxt, contracoin, snetwork, pitbull, crypto-village-accelerator-cvag, supertx-governance-token, phunk-vault-nftx, constitutiondao, avinoc, gm, electric-vehicle-direct-currency, wojak-finance, scientia, kromatika, mogul-productions, acute-angle-cloud, santa-coin-2, zyx, atromg8, hyperdao, hector-dao, zipmex-token, metaland-gameverse, moonlight-token, hokkaidu-inu, nano-dogecoin, per-project, nfty-token, bread, red-pulse, shibacorgi, totoro-inu, qrkita-token, gogo-finance, hare-token, ulord, gyen, chihuahua, silent-notary, dojo, cocktailbar, wifedoge, baby-bali, boba-network, copycat-finance, avnrich, bull-coin, baby-floki-coin, corionx, magic-beasties, ",40.0,"internxt, snetwork, pitbull, supertx-governance-token, constitutiondao, gm, scientia, mogul-productions, acute-angle-cloud, santa-coin-2, zyx, hyperdao, hector-dao, zipmex-token, metaland-gameverse, hokkaidu-inu, nano-dogecoin, nfty-token, bread, red-pulse, totoro-inu, hare-token, ulord, gyen, chihuahua, silent-notary, dojo, cocktailbar, baby-bali, boba-network, copycat-finance, avnrich, bull-coin, corionx, ",32.0,"internxt, snetwork, pitbull, supertx-governance-token, constitutiondao, gm, mogul-productions, acute-angle-cloud, santa-coin-2, hyperdao, hector-dao, zipmex-token, metaland-gameverse, nfty-token, bread, red-pulse, totoro-inu, hare-token, ulord, gyen, dojo, cocktailbar, baby-bali, boba-network, copycat-finance, avnrich, bull-coin, corionx, ",13.0,"constitutiondao, gm, mogul-productions, hyperdao, zipmex-token, bread, ulord, gyen, dojo, cocktailbar, avnrich, "
2021-12,35.0,"contracoin, la-peseta, arti-project, eminer, gxchain, archangel-token, nft-stars, kick, acute-angle-cloud, synex-coin, musk-gold, publish, dogegayson, freeway, bitcoinbam, primecoin, crypto-royale, ibuffer-token, new-year-token, decimated, shambala, limocoin-swap, dojo, investdex, rps-league, chainbing, metaverse-face, asyagro, helleniccoin, defily, ",24.0,"la-peseta, eminer, gxchain, kick, acute-angle-cloud, synex-coin, musk-gold, publish, dogegayson, bitcoinbam, crypto-royale, ibuffer-token, new-year-token, decimated, shambala, limocoin-swap, dojo, investdex, rps-league, chainbing, metaverse-face, ",16.0,"eminer, gxchain, kick, acute-angle-cloud, musk-gold, dogegayson, crypto-royale, ibuffer-token, new-year-token, decimated, limocoin-swap, dojo, investdex, rps-league, metaverse-face, ",3.0,"eminer, gxchain, dojo, "
2022-01,37.0,"bitsten-token, eminer, proxy, bxh, cryptotycoon, sensitrust, bitcoin-br, uland, trustverse, acute-angle-cloud, psyoptions, cap, primecoin, megatech, unix, buildup, farmerdoge, jacy, ormeus-cash, tranquil-finance, meta_finance, vapornodes, alpha5, ruff, predictcoin, edgecoin-2, bitcoin-god, metasafemoon, defily, cleardao, bitget-token, ",20.0,"eminer, bxh, cryptotycoon, sensitrust, bitcoin-br, uland, psyoptions, megatech, jacy, ormeus-cash, tranquil-finance, meta_finance, ruff, predictcoin, bitcoin-god, cleardao, bitget-token, ",12.0,"eminer, bxh, cryptotycoon, sensitrust, bitcoin-br, uland, psyoptions, megatech, tranquil-finance, ruff, cleardao, bitget-token, ",2.0,"eminer, bitget-token, "
2022-02,25.0,"cougar-token, devil-finance, cashbackpro, permission-coin, bunscake, catcoin-token, no-one, bobs_repair, acute-angle-cloud, urus-token, biblepay, dogeking, tudabirds, stobox-token, stronghands-finance, eth-fan-token, glitzkoin, silva-token, bitcoin-god, ",12.0,"cougar-token, devil-finance, cashbackpro, bunscake, catcoin-token, bobs_repair, dogeking, tudabirds, silva-token, bitcoin-god, ",5.0,"cashbackpro, catcoin-token, bobs_repair, dogeking, silva-token, ",1.0,"dogeking, "
2022-03,29.0,"bridge-oracle, defiato, cult-dao, monetha, lido-dao-wormhole, revolotto, bts-chain, star-wars-cat, acute-angle-cloud, felix, playgame, base-protocol, kiba-inu, loopswap, kittenfinance, arcona, malinka, elo-inu, zodium, vaiot, sway-social, food-bank, bitcoin-god, ",17.0,"bridge-oracle, cult-dao, monetha, revolotto, bts-chain, star-wars-cat, playgame, base-protocol, kiba-inu, loopswap, kittenfinance, zodium, vaiot, sway-social, bitcoin-god, ",10.0,"bridge-oracle, cult-dao, revolotto, star-wars-cat, playgame, base-protocol, loopswap, zodium, vaiot, ",1.0,"cult-dao, "
2022-04,37.0,"zik-token, eminer, helpseed, bxh, rubix, sensitrust, herum, option-room, vee-finance, facedao, ideas, blocsport-one, loon-network, alethea-artificial-liquid-intelligence-token, gamerse, youcash, eyes-protocol, goblin, indian-shiba-inu, luna-rush, cofix, benddao, gem-exchange-and-trading, phoenix-token, bitcoin-god, asyagro, bomb, medical-token-currency, ",12.0,"helpseed, bxh, rubix, vee-finance, ideas, loon-network, alethea-artificial-liquid-intelligence-token, luna-rush, benddao, gem-exchange-and-trading, phoenix-token, bitcoin-god, ",8.0,"vee-finance, loon-network, alethea-artificial-liquid-intelligence-token, luna-rush, benddao, gem-exchange-and-trading, phoenix-token, bitcoin-god, ",3.0,"alethea-artificial-liquid-intelligence-token, luna-rush, bitcoin-god, "
2022-05,40.0,"kleekai, metagamz, zik-token, eminer, tourist-shiba-inu, helpseed, wrapped-busd-allbridge-from-bsc, panicswap, meta-mvrs, bittorrent-old, bscstarter, feg-token-bsc, herum, facedao, cloudname, artificial-intelligence, advanced-united-continent, gene, fountain-protocol, yourkiss, unicorn-token, blockchain-brawlers, biometric-financial, wrapped-cusd-allbridge-from-celo, lightcoin, zatcoin-2, prism-protocol, pollchain, bitcoin-god, luna-wormhole, as-monaco-fan-token, ",20.0,"zik-token, eminer, tourist-shiba-inu, helpseed, wrapped-busd-allbridge-from-bsc, meta-mvrs, feg-token-bsc, facedao, cloudname, artificial-intelligence, advanced-united-continent, gene, yourkiss, unicorn-token, blockchain-brawlers, wrapped-cusd-allbridge-from-celo, zatcoin-2, bitcoin-god, as-monaco-fan-token, ",13.0,"wrapped-busd-allbridge-from-bsc, meta-mvrs, facedao, cloudname, artificial-intelligence, advanced-united-continent, gene, unicorn-token, blockchain-brawlers, wrapped-cusd-allbridge-from-celo, zatcoin-2, bitcoin-god, as-monaco-fan-token, ",2.0,"unicorn-token, blockchain-brawlers, "
2022-06,34.0,"revolotto, zenc-coin, zik-token, lien, kaka-nft-world, gstcoin, herum, unifi-protocol-dao, felix, tidex-token, shibadoge, boo-finance, kitty-coin-solana, mm72, muu-inu, saitama-inu, rally-solana, pollchain, beyond-finance, silva-token, bitcoin-god, toxicdeer-share, astroport, tenset, ideachain, ",18.0,"revolotto, zenc-coin, lien, unifi-protocol-dao, tidex-token, shibadoge, kitty-coin-solana, mm72, saitama-inu, pollchain, beyond-finance, silva-token, bitcoin-god, toxicdeer-share, tenset, ",9.0,"zenc-coin, unifi-protocol-dao, tidex-token, kitty-coin-solana, saitama-inu, beyond-finance, silva-token, toxicdeer-share, tenset, ",2.0,"zenc-coin, unifi-protocol-dao, "
2022-07,19.0,"zenc-coin, pawn-my-nft, metavpad, zik-token, meta-mvrs, viking-elon, gstcoin, blox, super-rare-ball-shares, waultswap, moonlight-token, icommunity, mm72, muu-inu, zeon, pollchain, silva-token, kujira, ",2.0,"meta-mvrs, super-rare-ball-shares, ",2.0,"meta-mvrs, super-rare-ball-shares, ",0.0,
2022-08,23.0,"genopet-ki, ethereum-meta, mycelium, hummus, pontoon, stkd-scrt, decentralized-mining-exchange, ukrainedao-flag-nft, yocoin, deesse, aquanee, spartacus, kittenfinance, baby-samo-coin, jen-coin, xtrabytes, zeon, bountymarketcap, got-guaranteed, merge, ",13.0,"genopet-ki, mycelium, decentralized-mining-exchange, ukrainedao-flag-nft, deesse, spartacus, kittenfinance, jen-coin, xtrabytes, zeon, bountymarketcap, got-guaranteed, ",7.0,"genopet-ki, mycelium, ukrainedao-flag-nft, deesse, jen-coin, zeon, got-guaranteed, ",0.0,
2022-09,23.0,"franklin, elon-goat, metanept, zclassic, exchangecoin, no-one, poo-doge, acetoken, red, deesse, bytecoin, spartacus, teddy-doge, got-guaranteed, ",8.0,"franklin, metanept, poo-doge, bytecoin, spartacus, got-guaranteed, ",3.0,"franklin, metanept, got-guaranteed, ",1.0,"franklin, "
2022-10,20.0,"starkmeta, astriddao-token, meta-mvrs, daolaunch, hashbit, acreage-coin, 12ships, metarare, drunk-robots, santa-coin-2, universal-liquidity-union, scholarship-coin, porta, metronome, goldminer, kittenfinance, teddy-doge, first-ever-nft, ideachain, ",7.0,"hashbit, 12ships, metarare, drunk-robots, porta, goldminer, first-ever-nft, ",3.0,"hashbit, goldminer, first-ever-nft, ",1.0,"goldminer, "
2022-11,26.0,"spacelens, platinx, zenc-coin, inftspace, greentrust, aureo, miamicoin, daolaunch, tethys-finance, fable-of-the-dragon, ndb, stableusd, based-shares, good-dog, nova-finance, megatech, shibadoge, farmerdoge, spartacus, media-network, sonm, safuu, upbots, payaccept, ideachain, ",9.0,"greentrust, aureo, fable-of-the-dragon, ndb, media-network, sonm, safuu, upbots, ideachain, ",7.0,"greentrust, aureo, media-network, sonm, safuu, upbots, ideachain, ",1.0,"sonm, "
2022-12,20.0,"tnc-coin, maya-preferred-223, euro-coin, pi-network-iou, trace-network-labs, smartshare, soba-token, yfdai-finance, zfmcoin, sandwich-network, aquanee, azit, convergence, ruby-currency, spartacus, ideachain, ",14.0,"tnc-coin, maya-preferred-223, euro-coin, pi-network-iou, trace-network-labs, yfdai-finance, sandwich-network, azit, convergence, ideachain, ",8.0,"euro-coin, pi-network-iou, trace-network-labs, yfdai-finance, sandwich-network, azit, convergence, ",3.0,"pi-network-iou, yfdai-finance, "
2023-01,21.0,"paralink-network, dexo, daolaunch, baby-alvey, kyberdyne, plc-ultima, metoshi, grove, spartacus, eth3s, bone-2, chili, bitconey, vankia-chain, tom-coin, medifakt, ",4.0,"dexo, plc-ultima, metoshi, ",3.0,"dexo, plc-ultima, ",0.0,
2023-02,23.0,"galaxy-arena, goledo, pomo, ecs-gold, future-ai, synesis-one, baby-floki, finxflo, point-coin, stabilize, defigram, howl-city, punchy-token, shibadoge, pay-coin, turk-shiba, niftify, internet-money, ordinex, helpkidz-coin, memepad, iguverse, qanplatform, ",12.0,"pomo, ecs-gold, synesis-one, baby-floki, defigram, pay-coin, niftify, ordinex, helpkidz-coin, memepad, iguverse, qanplatform, ",10.0,"synesis-one, baby-floki, defigram, pay-coin, niftify, ordinex, helpkidz-coin, memepad, iguverse, qanplatform, ",3.0,"pay-coin, helpkidz-coin, iguverse, "
2023-03,35.0,"all-in, tribe-token, zedxion, pancake-bunny, pomo, rake-finance, sharky-swap, yourwallet, huobi-btc, tolar, walrus, bts-chain, halisworld, wrapped-huobi-token, uramaki, cross-chain-bridge, huobi-ethereum, temple, mercurial, vbswap, tera-smart-money, karma-dao, bitcoinbam, satoshis-vision, shibadoge, monster-galaxy, monopoly-millionaire-control, spartacus, safemoon-1996, mops, babydoge-ceo, all-in-ai, ",15.0,"all-in, pancake-bunny, pomo, rake-finance, sharky-swap, huobi-btc, wrapped-huobi-token, uramaki, huobi-ethereum, tera-smart-money, satoshis-vision, monster-galaxy, monopoly-millionaire-control, spartacus, mops, ",8.0,"all-in, pancake-bunny, rake-finance, wrapped-huobi-token, satoshis-vision, monster-galaxy, monopoly-millionaire-control, mops, ",0.0,
